RAW_X,RAW_Y,TRUE_X,TRUE_Y,TRANSLATED_X,TRANSLATED_Y
-34.618567084768344,493.4925669013865,-2.0075993099849865,-0.4940731739939435,18.69377664551405,0.8930937347188319
-66.59963017920687,490.5557382752861,-2.0075993099849865,-0.4940731739939435,-13.287286448924476,-2.0437348913815754
-31.198249013068317,493.10079533619086,-2.0075993099849865,-0.4940731739939435,22.114094717214076,0.5013221695231778
-65.66376279573231,489.4331174143835,-2.0075993099849865,-0.4940731739939435,-12.351419065449917,-3.1663557522841757
-75.35826665069784,490.3979810166454,-2.0075993099849865,-0.4940731739939435,-22.04592292041545,-2.2014921500222613
-73.61329719734026,490.541201476869,-2.0075993099849865,-0.4940731739939435,-20.300953467057866,-2.058271689798687
-75.10155227151579,490.2985657120517,-2.0075993099849865,-0.4940731739939435,-21.789208541233393,-2.300907454615981
-75.10365371736681,490.612932184692,-2.0075993099849865,-0.4940731739939435,-21.791309987084418,-1.9865409819756792
-72.44983185688385,490.5378372323037,-2.0075993099849865,-0.4940731739939435,-19.137488126601454,-2.0616359343640056
-72.18420198998697,490.1549581796773,-2.0075993099849865,-0.4940731739939435,-18.87185825970458,-2.4445149869903844
-71.75965250193478,491.0217654498565,-2.0075993099849865,-0.4940731739939435,-18.447308771652388,-1.577707716811176
-69.76377099027673,491.6741503914184,-2.0075993099849865,-0.4940731739939435,-16.451427259994333,-0.925322775249299
-70.18332065949967,490.726938000872,-2.0075993099849865,-0.4940731739939435,-16.870976929217278,-1.8725351657956821
-70.8783391417975,490.7841543208158,-2.0075993099849865,-0.4940731739939435,-17.565995411515104,-1.8153188458518912
-67.96912603640523,491.3682664223465,-2.0075993099849865,-0.4940731739939435,-14.656782306122835,-1.2312067443211845
-67.5091196089377,491.0975220776402,-2.0075993099849865,-0.4940731739939435,-14.196775878655302,-1.5019510890275
-71.33068717042461,491.0996457772361,-2.0075993099849865,-0.4940731739939435,-18.018343440142218,-1.499827389431573
-76.0768841547639,489.7372820108761,-2.0075993099849865,-0.4940731739939435,-22.76454042448151,-2.8621911557916064
-70.13489759096743,491.6111971049588,-2.0075993099849865,-0.4940731739939435,-16.822553860685034,-0.9882760617088593
-71.17852730781321,490.6651182210866,-2.0075993099849865,-0.4940731739939435,-17.86618357753082,-1.9343549455811058
-72.05442951221762,490.2267746044555,-2.0075993099849865,-0.4940731739939435,-18.74208578193523,-2.372698562212179
-70.31692811485439,490.826802511273,-2.0075993099849865,-0.4940731739939435,-17.004584384572,-1.772670655394677
-72.71907700581663,491.08465789339976,-2.0075993099849865,-0.4940731739939435,-19.406733275534236,-1.5148152732679137
-68.18299545091267,491.32659760803455,-2.0075993099849865,-0.4940731739939435,-14.870651720630278,-1.2728755586331317
-72.89144731653235,490.0385050419251,-2.0075993099849865,-0.4940731739939435,-19.579103586249957,-2.560968124742601
8.715885697289332,480.79436383822144,-3.0892475119802483,-1.5026660891428658,62.02822942757172,-11.805109328446235
16.103440018723933,480.190798576877,-3.0892475119802483,-1.5026660891428658,69.41578374900632,-12.408674589790678
14.825976762033427,493.33926234764857,-3.214322849899929,-1.4779875094748711,68.13832049231581,0.7397891809808925
15.328793832978285,492.75331624577376,-3.214322849899929,-1.4779875094748711,68.64113756326068,0.15384307910608186
15.00499868580972,492.8525776482345,-3.214322849899929,-1.4779875094748711,68.31734241609212,0.2531044815668224
12.959299155082594,493.767955777723,-3.214322849899929,-1.4779875094748711,66.27164288536498,1.1684826110553104
9.03156304403539,494.5072947146711,-3.214322849899929,-1.4779875094748711,62.34390677431779,1.907821548003426
11.551190263218544,494.256840995629,-3.214322849899929,-1.4779875094748711,64.86353399350094,1.6573678289612985
-2.402694569024582,494.5388867168936,-3.214322849899929,-1.4779875094748711,50.90964916125781,1.939413550225936
-72.11872923861992,496.3031232829215,-3.214322849899929,-1.4779875094748711,-18.806385508337527,3.7036501162538116
-2.3572361538299584,494.6112027955469,-3.214322849899929,-1.4779875094748711,50.955107576452434,2.011729628879209
-71.05110219257233,496.5225118324632,-3.214322849899929,-1.4779875094748711,-17.738758462289937,3.9230386657955023
-68.26697489031858,497.036218015253,-3.214322849899929,-1.4779875094748711,-14.954631160036186,4.436744848585306
