RAW_X,RAW_Y,TRUE_X,TRUE_Y,TRANSLATED_X,TRANSLATED_Y
203.01347613492192,-298.112593730095,-0.0561971579231282,-0.1175115010136294,4.0465200825574925,0.20392984078938525
201.4801343360132,-298.0073229318897,-0.0561971579231282,-0.1175115010136294,2.5131782836487844,0.30920063899469596
200.6728739551376,-297.9662371978511,-0.0561971579231282,-0.1175115010136294,1.705917902773166,0.3502863730332706
201.1104717315029,-298.1521309169503,-0.0561971579231282,-0.1175115010136294,2.1435156791384884,0.16439265393410096
186.3671257240844,-298.0115679744743,-0.0561971579231282,-0.1175115010136294,-12.599830328280035,0.30495559641008185
189.58100928121124,-297.6736354719025,-0.0561971579231282,-0.1175115010136294,-9.385946771153186,0.6428880989818708
190.14034858776765,-297.9708715170874,-0.0561971579231282,-0.1175115010136294,-8.826607464596776,0.3456520537969823
187.87632378612355,-298.2786510848647,-0.0561971579231282,-0.1175115010136294,-11.090632266240874,0.03787248601969395
187.78600237783695,-297.8481475614896,-0.0561971579231282,-0.1175115010136294,-11.180953674527473,0.468376009394774
187.52580845199915,-297.6643608574568,-0.0561971579231282,-0.1175115010136294,-11.44114760036527,0.6521627134275718
186.522261517375,-297.9087307325893,-0.0561971579231282,-0.1175115010136294,-12.444694534989424,0.4077928382951086
189.4058635321943,-298.4922491933543,-0.0561971579231282,-0.1175115010136294,-9.56109252017012,-0.1757256224699404
199.78053697681705,-298.6212295018591,-2.7067887738512546,-1.6415737897457303,0.8135809244526229,-0.30470593097470555
197.25142315252165,-298.430153169599,-2.7067887738512546,-1.6415737897457303,-1.7155328998427706,-0.11362959871462408
197.0176576767312,-298.4348519047288,-2.7067887738512546,-1.6415737897457303,-1.9492983756332194,-0.1183283338444312
148.64549066709756,-275.5098616421316,-2.7067887738512546,-1.6415737897457303,-50.32146538526686,22.80666192875276
206.623365902293,-298.5750813069769,-2.7067887738512546,-1.6415737897457303,7.656409849928565,-0.2585577360925413
208.42506618658916,-298.0691722834527,-2.7067887738512546,-1.6415737897457303,9.45811013422474,0.24735128743168389
207.11949742634093,-298.44027890463906,-2.7067887738512546,-1.6415737897457303,8.152541373976504,-0.12375533375467285
207.5520787623621,-298.18773386585707,-2.7067887738512546,-1.6415737897457303,8.585122709997677,0.1287897050273159
208.79486224110636,-298.66401617286584,-2.7067887738512546,-1.6415737897457303,9.827906188741935,-0.3474926019814575
210.10117420160307,-298.3502964459593,-2.7067887738512546,-1.6415737897457303,11.134218149238649,-0.03377287507493065
207.22366657632048,-298.6561793011201,-2.7067887738512546,-1.6415737897457303,8.256710523956059,-0.3396557302357337
207.00035155978424,-298.62572039816365,-2.7067887738512546,-1.6415737897457303,8.033395507419812,-0.30919682727926556
207.7308609407469,-299.0135452053542,-2.7067887738512546,-1.6415737897457303,8.763904888382484,-0.6970216344698201
206.57869883514053,-298.3778435145334,-2.7067887738512546,-1.6415737897457303,7.611742782776105,-0.06131994364903903
209.56498376594425,-297.73823848635703,-2.7067887738512546,-1.6415737897457303,10.598027713579825,0.5782850845273515
206.9873577804429,-298.0552290008842,-2.7067887738512546,-1.6415737897457303,8.020401728078468,0.26129457000018874
205.7758855092423,-298.18996560071747,-2.7067887738512546,-1.6415737897457303,6.808929456877877,0.12655797016691395
203.9544257729096,-298.4496309916177,-2.7067887738512546,-1.6415737897457303,4.987469720545164,-0.1331074207333245
207.56511710144807,-298.0361050240435,-2.7067887738512546,-1.6415737897457303,8.598161049083643,0.28041854684090595
205.4513445914725,-298.886444400866,-2.7067887738512546,-1.6415737897457303,6.484388539108068,-0.5699208299816405
204.1499794063156,-299.20412410720365,-2.7067887738512546,-1.6415737897457303,5.183023353951171,-0.8876005363192689
207.30908910435124,-298.2405015709766,-2.7067887738512546,-1.6415737897457303,8.34213305198682,0.07602199990776626
207.4365731013073,-298.3357036156559,-2.7067887738512546,-1.6415737897457303,8.469617048942865,-0.019180044771530902
207.9974948448744,-298.11619272766063,-2.7067887738512546,-1.6415737897457303,9.030538792509986,0.20033084322375316
207.29711742605136,-298.4818729704152,-2.7067887738512546,-1.6415737897457303,8.330161373686934,-0.1653493995308395
207.49790723225027,-298.1846834262025,-2.7067887738512546,-1.6415737897457303,8.530951179885847,0.13184014468185978
207.8573425742052,-298.32135878216127,-2.7067887738512546,-1.6415737897457303,8.890386521840782,-0.004835211276883911
209.30981618303665,-298.23767051107814,-2.7067887738512546,-1.6415737897457303,10.342860130672221,0.07885305980624935
208.8813265800542,-298.3624057710849,-2.7067887738512546,-1.6415737897457303,9.914370527689783,-0.04588220020053768
205.1845971035175,-299.2140222100144,-2.7067887738512546,-1.6415737897457303,6.217641051153066,-0.8974986391299922
207.28627501906968,-298.5959965033292,-2.7067887738512546,-1.6415737897457303,8.319318966705254,-0.2794729324448326
204.65377186939247,-299.12006278697004,-2.7067887738512546,-1.6415737897457303,5.686815817028048,-0.8035392160856532
207.9800567798385,-298.2860176926941,-2.7067887738512546,-1.6415737897457303,9.013100727474068,0.030505878190297153
205.9414463520151,-298.93593544632205,-2.7067887738512546,-1.6415737897457303,6.974490299650682,-0.6194118754376632
207.86889918210588,-298.2319999210429,-2.7067887738512546,-1.6415737897457303,8.901943129741454,0.08452364984145788
207.7426914963532,-298.27744157531123,-2.7067887738512546,-1.6415737897457303,8.775735443988765,0.03908199557315584
208.64196024280108,-298.13221606680247,-2.7067887738512546,-1.6415737897457303,9.675004190436653,0.18430750408191443
205.91862809870176,-298.3477296203125,-2.7067887738512546,-1.6415737897457303,6.951672046337336,-0.03120604942813543
208.03226180137528,-298.231103019242,-2.7067887738512546,-1.6415737897457303,9.06530574901086,0.08542055164235762
203.7934660228854,-299.2120825463401,-2.7067887738512546,-1.6415737897457303,4.826509970520988,-0.8955589754557423
205.25307610109124,-298.7425946023539,-2.7067887738512546,-1.6415737897457303,6.286120048726815,-0.42607103146951886
206.2153332881229,-298.8408460852148,-2.7067887738512546,-1.6415737897457303,7.248377235758483,-0.5243225143304358
203.0189896810517,-297.15126153715954,-0.2590156389832225,0.4455061282543848,4.052033628687269,1.1652620337248436
202.16636528684617,-297.57386277211737,-0.2590156389832225,0.4455061282543848,3.199409234481749,0.7426607987670195
193.8807034954456,-298.36890130412286,-0.2590156389832225,0.4455061282543848,-5.086252556918822,-0.0523777332384725
